Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Puntuacion(exceptional),Puntuacion(recommended),Puntuacion(meh),Puntuacion(skip)
PS3,2011,Action,0.0,0.0,0.15,0.0,0.15,4.1,41.77,36.71,16.46,5.06
PS4,2016,Action,0.01,0.11,0.0,0.02,0.15,3.77,17.74,64.52,6.45,11.29
DC,2001,Adventure,0.0,0.0,0.15,0.0,0.15,4.3,50.0,37.04,9.26,3.7
PS3,2007,Simulation,0.1,0.03,0.0,0.02,0.15,3.0,11.31,33.33,50.0,16.67
X360,2007,Simulation,0.11,0.02,0.0,0.01,0.14,3.0,15.116666666666667,33.33,50.0,16.67
Wii,2008,Adventure,0.14,0.0,0.0,0.01,0.15,3.71,5.88,70.59,17.65,5.88
XB,2004,Fighting,0.11,0.03,0.0,0.01,0.15,4.13,36.84,50.0,7.89,5.26
XOne,2016,Action,0.08,0.05,0.0,0.01,0.15,3.33,7.47,39.0,43.15,10.37
PC,2011,Action,0.0,0.13,0.0,0.01,0.14,4.05,36.78,42.64,15.12,5.46
PS2,2001,Action,0.07,0.06,0.0,0.02,0.14,4.08,25.49,60.78,11.76,1.96
PS,1998,Action,0.08,0.05,0.0,0.01,0.14,2.96,4.17,45.83,20.83,29.17
PS2,2004,Adventure,0.07,0.05,0.0,0.02,0.14,4.08,22.0,68.0,8.0,2.0
XB,2004,Adventure,0.05,0.02,0.0,0.0,0.07,4.08,22.0,68.0,8.0,2.0
GC,2004,Adventure,0.04,0.01,0.0,0.0,0.05,4.08,22.0,68.0,8.0,2.0
DC,2000,Fighting,0.0,0.0,0.14,0.0,0.14,4.38,53.52,39.44,2.82,4.23
PC,2015,Simulation,0.0,0.13,0.0,0.01,0.14,4.13,31.45,55.8,9.96,2.79
Wii,2006,Shooter,0.12,0.01,0.0,0.01,0.14,3.81,26.32,52.63,8.77,12.28
X360,2006,Action,0.1,0.03,0.01,0.01,0.14,3.33,4.22,46.15,38.71,10.92
PC,2006,Action,0.0,0.01,0.0,0.0,0.02,3.33,4.22,46.15,38.71,10.92
PS2,2006,Action,0.01,0.01,0.0,0.0,0.02,3.33,4.22,46.15,38.71,10.92
XB,2002,Adventure,0.11,0.03,0.0,0.01,0.14,3.11,10.46,41.54,22.46,25.54
PC,2010,Role-Playing,0.0,0.12,0.0,0.02,0.14,4.43,64.97,22.74,7.66,4.64
PS3,2009,Shooter,0.11,0.01,0.0,0.01,0.13,2.25,2.5,10.0,42.5,45.0
X360,2009,Shooter,0.09,0.01,0.0,0.01,0.11,2.25,2.5,10.0,42.5,45.0
Wii,2010,Action,0.12,0.0,0.0,0.01,0.13,0.0,15.906666666666668,47.79052631578947,100.0,11.28574074074074
DS,2009,Puzzle,0.12,0.0,0.0,0.01,0.13,2.0,22.281666666666666,11.11,33.33,55.56
Wii,2009,Puzzle,0.11,0.0,0.0,0.01,0.12,2.0,21.69,11.11,33.33,55.56
PS2,2008,Role-Playing,0.07,0.05,0.0,0.02,0.13,4.0,33.33,55.56,16.374137931034483,11.11
PC,2012,Action,0.0,0.12,0.0,0.02,0.13,4.09,29.4,57.66,9.42,3.52
PC,2016,Strategy,0.0,0.12,0.0,0.01,0.13,4.05,33.79,46.08,15.7,4.44
SNES,1992,Shooter,0.0,0.0,0.13,0.0,0.13,4.11,24.53,66.04,7.55,1.89
SNES,1993,Role-Playing,0.0,0.0,0.13,0.0,0.13,4.08,41.67,33.33,20.83,4.17
PC,2000,Role-Playing,0.01,0.1,0.0,0.02,0.13,4.42,61.1,28.46,6.17,4.27
PS2,2005,Role-Playing,0.06,0.05,0.0,0.02,0.13,3.43,4.35,69.57,8.7,17.39
X360,2010,Role-Playing,0.09,0.03,0.0,0.01,0.13,3.42,10.53,42.11,36.84,10.53
PS3,2010,Role-Playing,0.07,0.03,0.0,0.01,0.12,3.42,10.53,42.11,36.84,10.53
PS4,2015,Action,0.0,0.06,0.06,0.01,0.13,4.43,66.23,23.38,3.9,6.49
PC,2015,Action,0.01,0.01,0.0,0.0,0.02,4.43,66.23,23.38,3.9,6.49
PS3,2015,Action,0.01,0.0,0.01,0.0,0.02,4.43,66.23,23.38,3.9,6.49
PSP,2008,Platform,0.04,0.03,0.04,0.02,0.13,3.73,13.64,54.55,27.27,4.55
PS2,2004,Role-Playing,0.06,0.05,0.0,0.02,0.13,4.26,41.94,48.39,6.45,3.23
PSV,2014,Action,0.02,0.02,0.07,0.01,0.13,2.4,20.0,43.477391304347826,30.0,50.0
PS3,2014,Action,0.03,0.02,0.06,0.01,0.11,2.4,20.0,45.52421383647799,30.0,50.0
X360,2006,Action,0.11,0.01,0.0,0.01,0.13,2.88,17.425405405405407,37.5,37.5,25.0
PSV,2014,Role-Playing,0.04,0.01,0.06,0.02,0.13,0.0,20.0,38.52823529411766,30.027058823529412,80.0
XB,2005,Action,0.1,0.03,0.0,0.0,0.13,3.91,28.3,45.28,20.75,5.66
DS,2007,Puzzle,0.1,0.01,0.0,0.01,0.13,2.85,7.69,30.77,30.77,30.77
PSP,2007,Puzzle,0.07,0.0,0.0,0.01,0.08,2.85,7.69,30.77,30.77,30.77
X360,2007,Shooter,0.1,0.01,0.0,0.01,0.13,2.0,17.13773913043478,7.69,38.46,53.85
XB,2003,Shooter,0.09,0.03,0.0,0.0,0.13,3.66,15.62,40.62,40.62,3.12
PS3,2012,Shooter,0.06,0.04,0.01,0.02,0.12,3.0,3.03,36.36,39.39,21.21
X360,2012,Shooter,0.06,0.03,0.0,0.01,0.1,3.0,3.03,36.36,39.39,21.21
PS3,2006,Sports,0.11,0.0,0.0,0.01,0.12,0.0,50.0,43.10802631578947,27.783066666666667,50.0
X360,2006,Sports,0.07,0.0,0.0,0.01,0.08,0.0,50.0,43.49564102564102,27.279629629629632,50.0
XB,2006,Sports,0.01,0.0,0.0,0.0,0.01,0.0,50.0,42.976470588235294,24.223333333333336,50.0
PS2,2003,Strategy,0.06,0.05,0.0,0.02,0.12,3.64,13.33,47.5,34.17,5.0
GC,2003,Strategy,0.05,0.01,0.0,0.0,0.07,3.64,13.33,47.5,34.17,5.0
XB,2003,Strategy,0.04,0.01,0.0,0.0,0.06,3.64,13.33,47.5,34.17,5.0
PS4,2015,Role-Playing,0.03,0.02,0.06,0.01,0.12,3.87,30.77,41.03,20.51,7.69
PSV,2015,Role-Playing,0.0,0.0,0.06,0.0,0.06,3.87,30.77,41.03,20.51,7.69
PS3,2015,Role-Playing,0.0,0.0,0.03,0.0,0.03,3.87,30.77,41.03,20.51,7.69
PS4,2016,Action,0.06,0.03,0.0,0.02,0.12,2.96,6.25,29.17,41.67,22.92
N64,1999,Platform,0.1,0.02,0.0,0.0,0.12,2.97,16.13,16.13,41.94,25.81
DC,2001,Platform,0.0,0.0,0.12,0.0,0.12,3.96,29.12,48.82,16.76,5.29
PS3,2008,Action,0.07,0.03,0.0,0.02,0.12,3.7,16.0,60.0,13.0,11.0
XB,2005,Platform,0.09,0.03,0.0,0.0,0.12,4.03,43.36,35.19,11.98,9.48
PS2,2005,Platform,0.05,0.04,0.0,0.01,0.09,4.03,43.36,35.19,11.98,9.48
PS3,2010,Racing,0.08,0.02,0.0,0.02,0.12,3.32,2.63,36.84,55.26,5.26
X360,2010,Racing,0.08,0.02,0.0,0.01,0.1,3.32,2.63,36.84,55.26,5.26
PC,2014,Simulation,0.02,0.09,0.0,0.01,0.12,3.63,11.57,55.88,24.51,8.04
X360,2014,Simulation,0.03,0.02,0.0,0.0,0.06,3.63,11.57,55.88,24.51,8.04
PSV,2012,Fighting,0.05,0.05,0.0,0.02,0.12,2.29,10.8475,11.76,47.06,41.18
GC,2006,Action,0.09,0.02,0.0,0.0,0.12,3.97,33.33,42.42,18.18,6.06
PS2,2006,Action,0.05,0.04,0.0,0.01,0.09,3.97,33.33,42.42,18.18,6.06
GBA,2006,Action,0.03,0.01,0.0,0.0,0.05,3.97,33.33,42.42,18.18,6.06
Wii,2006,Action,0.04,0.0,0.0,0.0,0.04,3.97,33.33,42.42,18.18,6.06
PC,2011,Role-Playing,0.07,0.03,0.0,0.01,0.12,2.91,9.09,9.09,63.64,18.18
PC,2011,Racing,0.08,0.02,0.0,0.01,0.11,4.0,14.29,71.43,14.29,12.593913043478256
PC,2010,Adventure,0.0,0.1,0.0,0.02,0.11,3.56,21.153636363636362,77.78,11.11,11.11
DS,2010,Puzzle,0.1,0.0,0.0,0.01,0.11,3.38,17.65,38.24,26.47,17.65
PSV,2014,Action,0.03,0.01,0.06,0.01,0.11,3.12,5.88,41.18,32.35,20.59
3DS,2014,Puzzle,0.0,0.0,0.11,0.0,0.11,4.04,20.41,65.31,13.27,1.02
PSV,2014,Puzzle,0.0,0.0,0.05,0.0,0.05,4.04,20.41,65.31,13.27,1.02
PS3,2014,Puzzle,0.0,0.0,0.04,0.0,0.04,4.04,20.41,65.31,13.27,1.02
WiiU,2014,Puzzle,0.0,0.0,0.02,0.0,0.02,4.04,20.41,65.31,13.27,1.02
XB,2005,Action,0.08,0.02,0.0,0.0,0.11,3.77,16.94,57.26,18.55,7.26
PS2,2005,Action,0.06,0.04,0.0,0.01,0.11,3.88,12.04,69.44,15.74,2.78
XB,2005,Action,0.05,0.01,0.0,0.0,0.06,3.88,12.04,69.44,15.74,2.78
XB,2002,Shooter,0.08,0.02,0.0,0.0,0.11,2.5,11.11,22.22,19.44,47.22
PC,2001,Strategy,0.0,0.09,0.0,0.02,0.11,4.35,46.88,46.09,4.69,2.34
PS2,2004,Strategy,0.05,0.04,0.0,0.01,0.11,3.09,5.36,48.21,21.43,25.0
XB,2004,Strategy,0.05,0.01,0.0,0.0,0.07,3.09,5.36,48.21,21.43,25.0
GC,2006,Shooter,0.08,0.02,0.0,0.0,0.11,3.51,11.63,51.16,25.58,11.63
X360,2006,Shooter,0.05,0.01,0.0,0.01,0.07,3.51,11.63,51.16,25.58,11.63
DS,2006,Shooter,0.06,0.0,0.0,0.0,0.06,3.51,11.63,51.16,25.58,11.63
PS3,2011,Shooter,0.05,0.05,0.0,0.02,0.11,2.61,5.56,16.67,44.44,33.33
X360,2011,Shooter,0.07,0.03,0.0,0.01,0.11,2.61,5.56,16.67,44.44,33.33
PC,2009,Adventure,0.0,0.09,0.0,0.02,0.11,4.16,39.04,47.07,9.34,4.55
PS2,2005,Action,0.05,0.04,0.0,0.01,0.11,3.6,10.0,60.0,20.0,10.0
XB,2005,Action,0.04,0.01,0.0,0.0,0.06,3.6,10.0,60.0,20.0,10.0
X360,2007,Racing,0.07,0.02,0.0,0.01,0.11,3.97,25.76,55.05,14.65,4.55
PC,2011,Strategy,0.0,0.1,0.0,0.01,0.11,2.39,1.52,12.12,48.48,37.88
PSV,2013,Role-Playing,0.05,0.0,0.04,0.02,0.1,1.0,18.937142857142856,38.52823529411766,30.027058823529412,100.0
XB,2005,Action,0.08,0.02,0.0,0.0,0.1,3.0,3.7,14.81,70.37,11.11
PS3,2014,Role-Playing,0.03,0.04,0.03,0.01,0.1,2.65,2.92,21.9,43.8,31.39
X360,2014,Role-Playing,0.03,0.02,0.0,0.0,0.05,2.65,2.92,21.9,43.8,31.39
PC,2014,Role-Playing,0.0,0.02,0.0,0.0,0.02,2.65,2.92,21.9,43.8,31.39
X360,2011,Action,0.06,0.04,0.0,0.01,0.1,3.22,7.94,31.75,47.62,12.7
PC,2011,Action,0.06,0.01,0.0,0.01,0.08,3.22,7.94,31.75,47.62,12.7
PSP,2008,Misc,0.0,0.03,0.06,0.01,0.1,4.23,40.0,50.0,6.67,3.33
X360,2012,Action,0.07,0.02,0.0,0.01,0.1,3.22,4.35,32.61,53.26,9.78
PS3,2012,Action,0.04,0.03,0.01,0.01,0.1,3.22,4.35,32.61,53.26,9.78
XB,2004,Racing,0.08,0.02,0.0,0.0,0.1,4.0,11.76,76.47,11.76,6.260714285714286
PC,2004,Racing,0.0,0.01,0.0,0.0,0.01,4.0,11.76,76.47,11.76,12.593913043478256
PS,1999,Action,0.06,0.04,0.0,0.01,0.1,3.79,16.98,56.6,20.75,5.66
WiiU,2013,Puzzle,0.09,0.0,0.0,0.01,0.1,3.48,4.92,60.66,22.95,11.48
3DS,2013,Puzzle,0.09,0.0,0.0,0.01,0.1,3.48,4.92,60.66,22.95,11.48
PC,2009,Adventure,0.0,0.08,0.0,0.02,0.1,3.76,19.05,52.38,21.43,7.14
PS2,2004,Shooter,0.05,0.04,0.0,0.01,0.1,4.1,30.0,50.0,20.0,8.232285714285714
GC,2004,Shooter,0.07,0.02,0.0,0.0,0.09,4.1,30.0,50.0,20.0,8.048125
X360,2006,Shooter,0.07,0.01,0.02,0.01,0.1,3.21,11.76,38.24,29.41,20.59
PS,1997,Simulation,0.06,0.04,0.0,0.01,0.1,3.09,43.98666666666667,45.45,36.36,18.18
PS3,2011,Misc,0.0,0.08,0.0,0.02,0.1,0.0,20.0,20.0,40.0,20.0
X360,2007,Adventure,0.07,0.02,0.0,0.01,0.1,3.05,4.76,33.33,42.86,19.05
DS,2005,Racing,0.09,0.0,0.0,0.01,0.1,3.27,17.968333333333334,40.0,53.33,6.67
GBA,2005,Racing,0.04,0.02,0.0,0.0,0.06,3.27,10.92,40.0,53.33,6.67
PSV,2014,Role-Playing,0.02,0.0,0.06,0.01,0.1,2.57,14.29,14.29,28.57,42.86
X360,2009,Shooter,0.09,0.0,0.0,0.01,0.1,3.17,17.13773913043478,51.72,31.03,17.24
PS,2000,Action,0.05,0.04,0.0,0.01,0.09,3.52,26.54269230769231,58.06,38.71,3.23
PS,1998,Strategy,0.05,0.04,0.0,0.01,0.09,4.04,33.33,51.11,8.89,6.67
PC,2009,Racing,0.0,0.08,0.0,0.01,0.09,3.95,26.97,53.47,13.41,6.15
PS3,2009,Racing,0.0,0.05,0.01,0.01,0.07,3.95,26.97,53.47,13.41,6.15
X360,2009,Racing,0.0,0.03,0.0,0.0,0.03,3.95,26.97,53.47,13.41,6.15
PSV,2015,Action,0.02,0.01,0.05,0.01,0.09,3.12,3.85,42.31,34.62,19.23
3DS,2013,Platform,0.05,0.04,0.0,0.01,0.09,2.7,17.734285714285715,30.0,40.0,30.0
PS3,2013,Platform,0.03,0.03,0.0,0.01,0.08,2.7,21.531428571428574,30.0,40.0,30.0
X360,2013,Platform,0.04,0.03,0.0,0.01,0.08,2.7,20.5275,30.0,40.0,30.0
WiiU,2013,Platform,0.03,0.01,0.0,0.0,0.05,2.7,27.199,30.0,40.0,30.0
PS4,2016,Action,0.05,0.02,0.0,0.02,0.09,2.97,9.09,27.27,39.39,24.24
PS3,2016,Action,0.01,0.03,0.0,0.01,0.05,2.97,9.09,27.27,39.39,24.24
XOne,2016,Action,0.03,0.01,0.0,0.0,0.04,2.97,9.09,27.27,39.39,24.24
X360,2016,Action,0.01,0.03,0.0,0.0,0.04,2.97,9.09,27.27,39.39,24.24
XB,2005,Action,0.07,0.02,0.0,0.0,0.09,4.53,63.16,26.32,10.53,9.579399999999998
PC,2016,Simulation,0.0,0.09,0.0,0.01,0.09,4.18,36.62,56.34,1.41,5.63
PSV,2011,Action,0.04,0.04,0.0,0.02,0.09,3.33,11.11,55.56,11.11,22.22
DC,2000,Role-Playing,0.0,0.0,0.09,0.0,0.09,4.36,63.64,22.73,6.82,6.82
PS2,2001,Action,0.04,0.03,0.0,0.01,0.09,3.11,5.56,44.44,27.78,22.22
PS3,2014,Action,0.05,0.03,0.0,0.02,0.09,2.78,6.12,38.78,18.37,36.73
X360,2014,Action,0.03,0.01,0.0,0.0,0.05,2.78,6.12,38.78,18.37,36.73
DS,2008,Strategy,0.08,0.0,0.0,0.01,0.09,3.12,13.618,37.5,50.0,12.5
PS3,2008,Platform,0.01,0.06,0.0,0.02,0.09,3.81,18.97,50.0,27.59,3.45
PS,1996,Action,0.05,0.03,0.0,0.01,0.09,3.0,26.54269230769231,28.57,57.14,14.29
PC,2005,Strategy,0.01,0.07,0.0,0.01,0.09,4.09,30.48,53.33,13.33,2.86
PS3,2009,Shooter,0.07,0.01,0.0,0.01,0.09,2.61,1.69,22.03,44.07,32.2
X360,2009,Shooter,0.06,0.01,0.0,0.01,0.07,2.61,1.69,22.03,44.07,32.2
PC,2015,Strategy,0.0,0.08,0.0,0.0,0.09,3.31,11.69,41.56,29.87,16.88
PC,2014,Role-Playing,0.0,0.08,0.0,0.0,0.09,3.41,11.6,48.8,24.0,15.6
PS3,2014,Role-Playing,0.02,0.05,0.0,0.01,0.08,3.41,11.6,48.8,24.0,15.6
X360,2014,Role-Playing,0.02,0.04,0.0,0.0,0.06,3.41,11.6,48.8,24.0,15.6
X360,2009,Shooter,0.05,0.03,0.0,0.01,0.09,2.66,3.45,27.59,34.48,34.48
PS3,2009,Shooter,0.04,0.03,0.0,0.01,0.08,2.66,3.45,27.59,34.48,34.48
PS4,2016,Action,0.01,0.05,0.01,0.01,0.09,3.04,3.64,47.27,23.64,25.45
PSV,2016,Action,0.01,0.04,0.01,0.01,0.07,3.04,3.64,47.27,23.64,25.45
XOne,2016,Action,0.0,0.01,0.0,0.0,0.01,3.04,3.64,47.27,23.64,25.45
PS4,2014,Action,0.0,0.07,0.0,0.01,0.09,3.11,3.38,41.96,36.01,18.65
PC,2014,Action,0.0,0.02,0.0,0.0,0.02,3.11,3.38,41.96,36.01,18.65
PC,2002,Strategy,0.02,0.06,0.0,0.01,0.09,4.26,36.5,56.2,5.84,1.46
PS,1999,Role-Playing,0.05,0.03,0.0,0.01,0.08,4.14,42.86,38.1,14.29,4.76
PC,2004,Shooter,0.0,0.07,0.0,0.02,0.08,3.74,19.01,52.41,20.45,8.14
PSP,2010,Puzzle,0.07,0.0,0.0,0.01,0.08,0.0,14.690000000000001,50.0,19.6,50.0
PC,2011,Adventure,0.02,0.05,0.0,0.01,0.08,3.63,26.83,43.9,12.2,17.07
X360,2011,Adventure,0.0,0.04,0.0,0.0,0.04,3.63,26.83,43.9,12.2,17.07
PC,2006,Strategy,0.01,0.06,0.0,0.01,0.08,4.02,21.67,65.0,10.0,3.33
PC,2010,Puzzle,0.02,0.05,0.0,0.01,0.08,3.49,15.65,48.98,19.73,15.65
PC,2011,Adventure,0.0,0.07,0.0,0.01,0.08,3.29,15.67,44.03,17.16,23.13
PS4,2014,Sports,0.05,0.02,0.0,0.01,0.08,3.59,5.88,58.82,29.41,5.88
XOne,2014,Sports,0.03,0.0,0.0,0.0,0.03,3.59,5.88,58.82,29.41,5.88
PS2,2005,Role-Playing,0.04,0.03,0.0,0.01,0.08,4.24,47.06,41.18,5.88,5.88
PS3,2011,Action,0.04,0.03,0.0,0.01,0.08,2.67,8.33,33.33,16.67,41.67
X360,2011,Action,0.05,0.03,0.0,0.01,0.08,2.67,8.33,33.33,16.67,41.67
PS2,2005,Action,0.04,0.03,0.0,0.01,0.08,4.05,30.0,55.0,10.0,5.0
3DS,2014,Action,0.0,0.07,0.0,0.0,0.08,3.33,6.67,46.67,33.33,13.33
X360,2014,Action,0.0,0.05,0.0,0.0,0.06,3.33,6.67,46.67,33.33,13.33
PC,2005,Shooter,0.0,0.07,0.0,0.01,0.08,4.18,30.0,61.5,7.0,1.5
PSV,2014,Role-Playing,0.03,0.01,0.02,0.02,0.08,3.74,10.53,63.16,21.05,5.26
PS3,2014,Role-Playing,0.05,0.01,0.0,0.01,0.07,3.74,10.53,63.16,21.05,5.26
PS3,2009,Sports,0.07,0.0,0.0,0.01,0.08,0.0,15.696470588235297,43.10802631578947,50.0,50.0
X360,2009,Sports,0.06,0.0,0.0,0.01,0.07,0.0,16.787567567567567,43.49564102564102,50.0,50.0
PC,2013,Simulation,0.0,0.08,0.0,0.0,0.08,3.03,5.26,18.42,63.16,13.16
PS4,2016,Action,0.06,0.0,0.0,0.01,0.08,3.38,15.38,46.15,19.23,19.23
XOne,2016,Action,0.05,0.0,0.0,0.01,0.06,3.38,15.38,46.15,19.23,19.23
PC,2016,Action,0.03,0.0,0.0,0.0,0.03,3.38,15.38,46.15,19.23,19.23
PC,2005,Simulation,0.0,0.07,0.0,0.01,0.08,4.24,47.06,41.18,5.88,5.88
PC,2011,Shooter,0.01,0.05,0.0,0.01,0.08,3.46,7.14,47.76,37.25,7.84
3DS,2016,Adventure,0.05,0.0,0.02,0.01,0.08,4.12,37.79,44.19,13.95,4.07
PSV,2016,Adventure,0.03,0.0,0.02,0.01,0.06,4.12,37.79,44.19,13.95,4.07
PS4,2015,Strategy,0.0,0.05,0.02,0.01,0.07,2.94,36.85,29.41,52.94,17.65
PC,2015,Strategy,0.0,0.05,0.0,0.0,0.05,2.94,26.707411764705885,29.41,52.94,17.65
PS3,2014,Action,0.04,0.03,0.0,0.01,0.07,2.73,1.92,23.08,48.08,26.92
X360,2014,Action,0.03,0.04,0.0,0.01,0.07,2.73,1.92,23.08,48.08,26.92
PC,2009,Role-Playing,0.0,0.06,0.0,0.01,0.07,3.72,10.33,63.43,20.19,6.04
PS4,2015,Action,0.06,0.0,0.0,0.01,0.07,0.0,50.0,25.0,24.204444444444444,25.0
XOne,2015,Action,0.05,0.0,0.0,0.01,0.06,0.0,50.0,25.0,23.723076923076924,25.0
XB,2005,Adventure,0.05,0.02,0.0,0.0,0.07,3.72,19.05,57.14,12.38,11.43
PS4,2015,Role-Playing,0.02,0.0,0.05,0.0,0.07,3.27,22.73,45.45,25.073333333333334,31.82
PC,2009,Strategy,0.02,0.04,0.0,0.01,0.07,3.48,11.48,50.82,24.59,13.11
PS2,2005,Action,0.03,0.03,0.0,0.01,0.07,4.5,54.17,41.67,4.17,9.527232142857143
PS4,2015,Role-Playing,0.03,0.0,0.03,0.01,0.07,2.51,0.94,30.19,28.3,40.57
PSV,2015,Role-Playing,0.01,0.01,0.04,0.01,0.06,2.51,0.94,30.19,28.3,40.57
PSV,2014,Role-Playing,0.0,0.04,0.02,0.01,0.07,3.86,22.1,54.72,16.95,6.22
PS4,2014,Role-Playing,0.0,0.01,0.04,0.0,0.05,3.86,22.1,54.72,16.95,6.22
PC,2009,Sports,0.0,0.06,0.0,0.01,0.07,3.56,12.5,56.25,18.75,12.5
PS3,2013,Role-Playing,0.02,0.01,0.04,0.01,0.07,2.55,29.41358974358974,27.27,36.36,36.36
PC,2005,Role-Playing,0.01,0.05,0.0,0.01,0.07,4.43,54.96,37.79,4.71,2.54
DC,2001,Racing,0.0,0.0,0.07,0.0,0.07,3.86,14.29,66.67,14.29,4.76
PC,2007,Simulation,0.01,0.04,0.0,0.01,0.07,4.0,30.3,57.58,3.03,9.09
PS4,2016,Adventure,0.01,0.05,0.0,0.01,0.07,3.13,6.45,45.16,25.81,22.58
NG,1993,Fighting,0.0,0.0,0.07,0.0,0.07,3.8,6.67,80.0,6.67,6.67
PC,2013,Adventure,0.0,0.06,0.0,0.0,0.07,3.98,32.66,50.0,8.87,8.47
PS4,2015,Adventure,0.0,0.06,0.0,0.01,0.07,3.23,9.09,50.0,18.18,22.73
PS3,2012,Shooter,0.03,0.03,0.0,0.01,0.07,3.48,7.69,47.69,36.92,7.69
X360,2012,Shooter,0.03,0.02,0.0,0.01,0.06,3.48,7.69,47.69,36.92,7.69
PS2,2004,Adventure,0.03,0.03,0.0,0.01,0.07,3.81,14.79,59.86,21.13,4.23
XB,2004,Adventure,0.03,0.01,0.0,0.0,0.04,3.81,14.79,59.86,21.13,4.23
PS2,2006,Action,0.0,0.0,0.07,0.0,0.07,4.41,59.18,26.53,12.24,2.04
PS,1997,Platform,0.04,0.02,0.0,0.0,0.07,3.46,15.38,46.15,23.08,15.38
PC,2011,Strategy,0.01,0.05,0.0,0.01,0.07,0.0,26.707411764705885,80.0,20.0,14.216593406593407
PS2,2006,Strategy,0.03,0.02,0.0,0.01,0.07,2.76,4.76,42.86,14.29,38.1
XB,2006,Strategy,0.03,0.01,0.0,0.0,0.05,2.76,4.76,42.86,14.29,38.1
PC,2007,Strategy,0.0,0.05,0.0,0.01,0.06,4.04,30.43,52.17,13.04,4.35
XB,2005,Shooter,0.05,0.01,0.0,0.0,0.06,3.16,4.65,44.19,32.56,18.6
PS4,2015,Action,0.03,0.02,0.0,0.01,0.06,3.32,10.71,46.43,25.0,17.86
PC,2011,Strategy,0.01,0.04,0.0,0.01,0.06,2.6,12.0,16.0,32.0,40.0
WiiU,2013,Action,0.06,0.0,0.0,0.01,0.06,3.79,17.18,56.34,20.56,5.92
PS3,2013,Action,0.01,0.03,0.0,0.01,0.05,3.79,17.18,56.34,20.56,5.92
X360,2013,Action,0.03,0.0,0.0,0.0,0.04,3.79,17.18,56.34,20.56,5.92
PC,2013,Action,0.0,0.01,0.0,0.0,0.02,3.79,17.18,56.34,20.56,5.92
PS4,2016,Role-Playing,0.02,0.04,0.0,0.01,0.06,2.91,5.0,30.83,39.17,25.0
XOne,2016,Role-Playing,0.01,0.01,0.0,0.0,0.03,2.91,5.0,30.83,39.17,25.0
PC,2016,Role-Playing,0.0,0.01,0.0,0.0,0.01,2.91,5.0,30.83,39.17,25.0
XB,2005,Adventure,0.05,0.01,0.0,0.0,0.06,4.12,35.78,48.71,11.64,3.88
PC,2011,Adventure,0.0,0.05,0.0,0.01,0.06,3.8,15.22,63.04,15.22,6.52
PC,2007,Role-Playing,0.0,0.05,0.0,0.01,0.06,4.14,34.27,50.94,11.97,2.82
GC,2002,Puzzle,0.05,0.01,0.0,0.0,0.06,2.61,2.53,29.11,31.65,36.71
PC,2009,Shooter,0.0,0.05,0.0,0.01,0.06,4.29,43.08,47.45,7.04,2.43
PS2,2006,Shooter,0.03,0.02,0.0,0.01,0.06,3.38,10.26,33.33,48.72,7.69
XB,2006,Shooter,0.02,0.0,0.0,0.0,0.02,3.38,10.26,33.33,48.72,7.69
PC,2008,Role-Playing,0.0,0.05,0.0,0.01,0.06,3.12,10.94,28.12,42.19,18.75
PC,2004,Strategy,0.0,0.05,0.0,0.01,0.06,4.07,20.0,73.33,3.33,3.33
PS2,2006,Shooter,0.03,0.02,0.0,0.01,0.06,3.49,5.32,53.19,34.04,7.45
PS4,2015,Sports,0.0,0.05,0.0,0.01,0.06,0.0,25.0,40.018636363636375,25.0,50.0
XOne,2015,Sports,0.02,0.0,0.0,0.0,0.03,0.0,25.0,40.21523809523809,25.0,50.0
PC,2007,Shooter,0.01,0.04,0.0,0.01,0.06,4.3,50.72,35.89,9.94,3.45
PC,2005,Simulation,0.01,0.04,0.0,0.01,0.06,4.04,26.0,60.0,10.0,4.0
PSV,2012,Racing,0.0,0.04,0.0,0.01,0.06,3.05,4.11,24.66,57.53,13.7
PS4,2015,Sports,0.0,0.05,0.0,0.01,0.06,1.67,9.377,13.33,13.33,73.33
PS3,2015,Sports,0.0,0.02,0.0,0.0,0.03,1.67,15.696470588235297,13.33,13.33,73.33
PC,2006,Role-Playing,0.01,0.04,0.0,0.01,0.06,3.89,24.35,53.16,16.17,6.32
PC,2006,Role-Playing,0.0,0.05,0.0,0.01,0.06,3.69,19.49,49.36,21.4,9.75
PC,1999,Action,0.0,0.05,0.0,0.01,0.05,4.39,54.81,35.56,6.67,2.96
PC,2016,Strategy,0.0,0.05,0.0,0.0,0.05,4.08,32.91,52.53,9.18,5.38
PS2,2006,Action,0.03,0.02,0.0,0.01,0.05,4.07,29.52,55.42,11.45,3.61
PS3,2014,Shooter,0.01,0.04,0.0,0.01,0.05,2.65,1.61,22.58,45.16,30.65
X360,2014,Shooter,0.02,0.02,0.0,0.0,0.04,2.65,1.61,22.58,45.16,30.65
PS2,2001,Shooter,0.03,0.02,0.0,0.01,0.05,4.5,70.0,20.0,5.0,5.0
3DS,2015,Adventure,0.05,0.0,0.0,0.01,0.05,3.24,16.0,16.0,56.0,12.0
PC,2011,Simulation,0.0,0.04,0.0,0.01,0.05,1.4,26.25880952380952,47.24583333333334,20.0,80.0
